1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,17.a,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,version
19054,n/a,n/a,93:Man,n/a,More than 10 years,Disabled,n/a,Ukraine,Yiddish,I have no special dietary needs,Satisfied,n/a,75%,n/a,"I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],"Almond Milk,Rice Milk,Coconut Milk,Soy Milk","Yes, my food needs are being met",n/a,"Food stamps (SNAP),Free or reduced price lunch,Supplemental Security Income (SSI)",n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19116,1,0,n/a,Friend or neighbor (word of mouth),5 to 10 years,Retired,n/a,n/a,Russian,"Low cholesterol,Low sugar (diabetic)",Somewhat dissatisfied,5-6 meals,100%,"spaghetti sauce, cookies, chopped tomatoes, tuna, applesauce","I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Coconut Milk,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Social Security",n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,Yes,No,Yes,n/a,A
19116,n/a,n/a,n/a,Friend or neighbor (word of mouth),3 to 5 years,Disabled,No,Ukraine,Russian,I have no special dietary needs,Satisfied,3-4 meals,75%,grape juice,"I have enough food to eat each month,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Cash Assistance (Welfare),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19116,1,0,85:Woman,Flyer or Publication,1 to 3 years,Retired,n/a,Russia,Russian,I have no special dietary needs,Somewhat dissatisfied,1-2 meals,50%,"pasta, cereal","I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Sometimes true,Sometimes true,No,Yes,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19115,2,0,"91:Man,91:Woman",Flyer or Publication,More than 10 years,Unemployed,No,Moldova,Russian,n/a,n/a,n/a,n/a,n/a,n/a,No,,"Yes, my food needs are being met","The quantity of food I receive is not sufficient,I am not able to prepare the food myself","Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,n/a,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19152,1,0,87:Man,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Ukraine,Russian,"Low salt,Low cholesterol,Nut-free",Satisfied,3-4 meals,75%,canned vegetables,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19116,1,0,81:Woman,Flyer or Publication,5 to 10 years,"Retired,Disabled",n/a,Russia,Russian,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic)",Very satisfied,5-6 meals,50%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Soy Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Mitzvah Food Program (food package),Jewish Family and Children’s Services (JFCS),PCA Services,Kosher or other Meals on Wheels,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Never true,Sometimes true,No,No,No,[List],Yes,Yes,Yes,No,Yes,Thank you very much. Its a big help.,A
19116,1,0,73:Woman,Friend or neighbor (word of mouth),3 to 5 years,Unemployed,No,Ukraine,Russian,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,I feel more food secure,[List],Coconut Milk,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,No,Sometimes true,Sometimes true,No,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19152,2,0,"83:Woman,84:Man",Friend or neighbor (word of mouth),3 to 5 years,Retired,No,Ukraine,Russian,I have no special dietary needs,Satisfied,1-2 meals,75%,n/a,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",No,Never true,Don't know,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19116,1,n/a,83:Woman,Social worker,5 to 10 years,Retired,n/a,Ukraine,Russian,Low sugar (diabetic),Satisfied,5-6 meals,100%,n/a,"I feel more food secure,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Soy Milk,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Social Security",Yes,Sometimes true,Sometimes true,No,Yes,Yes,[List],Yes,Yes,No,No,Yes,n/a,A
19116,1,0,"82:Man,85:Woman",Flyer or Publication,3 to 5 years,Retired,No,Ukraine,Ukrainian,Low cholesterol,Satisfied,5-6 meals,100%,Cans made in China,I am able to pay my other bills (medical etc.),[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19116,1,n/a,"82 :Woman,81:Man",Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Soviet Union,Russian,Low cholesterol,Satisfied,5-6 meals,75%,Cans of fish,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Sometimes true,Never true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19115,1,0,70:Woman,Social worker,5 to 10 years,Retired,No,Ukraine,Russian,Low sugar (diabetic),Satisfied,3-4 meals,75%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),PCA Services,Social Security,Disability (SSD)",Yes,Sometimes true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19116,1,0,"71:Woman,68:Man",Friend or neighbor (word of mouth),Less than one year,Retired,No,Soviet Union,Russian,I have no special dietary needs,Satisfied,5-6 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.)",[List],n/a,"Yes, my food needs are being met",n/a,Social Security,No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19116,2,0,"59:Woman,33:Woman",Friend or neighbor (word of mouth),1 to 3 years,Disabled,Yes,Ukraine,Russian,Low sugar (diabetic),Very satisfied,3-4 meals,50%,n/a,"I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,Food stamps (SNAP),No,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19115,2,0,"72:Man,62:Woman",Social worker,5 to 10 years,Retired,No,Ukraine,Russian,Low sugar (diabetic),Satisfied,5-6 meals,75%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Social Security,PCA Services",Yes,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19152,n/a,n/a,75:Man,Friend or neighbor (word of mouth),3 to 5 years,Disabled,No,Russia,Russian,Low sugar (diabetic),Very satisfied,7 or more meals,100%,n/a,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",Yes,Don't know,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19152,1,0,80:Woman,JCC,3 to 5 years,"Retired,Disabled",No,Ukraine,Russian,Low salt,Very satisfied,5-6 meals,100%,Cans,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,n/a,,"Yes, my food needs are being met",n/a,Jewish Family and Children’s Services (JFCS),No,n/a,n/a,No,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19152,1,n/a,92:Man,Friend or neighbor (word of mouth),More than 10 years,Disabled,n/a,Ukraine,Russian,Low sugar (diabetic),Satisfied,1-2 meals,75%,n/a,"I feel more food secure,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI),Free or reduced price lunch",No,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19115,2,n/a,"74:Man,66:Woman",Social worker,5 to 10 years,Disabled,No,Ukraine,Ukrainian,"Low salt,Low cholesterol,Nut-free",Very satisfied,3-4 meals,100%,n/a,"I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,Yes,No,Yes,n/a,A
19116,1,0,99:Man,Social worker,5 to 10 years,Retired,No,Ukraine,Russian,"Gluten-free,Low sugar (diabetic),Low fat,Low cholesterol,Low salt",Satisfied,3-4 meals,75%,n/a,"I am able to pay my other bills (medical etc.),I have enough food to eat each month",[List],Almond Milk,"Yes, my food needs are being met","I have dietary restrictions (diabetes etc.),I am not able to prepare the food myself","Food stamps (SNAP),Mitzvah Food Program (food package),PCA Services,Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19053,1,0,71:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,n/a,Ukraine,Russian,"Low salt,Low sugar (diabetic)",Very satisfied,3-4 meals,100%,Like everything,"I have enough food to eat each month,I am able to pay my other bills (medical etc.)",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,PCA Services,Free or reduced price lunch,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,"I am satisfied with everything that I receive from JRA, thank you.",A
19152,n/a,n/a,86:Man,Social worker,5 to 10 years,Retired,n/a,Ukraine,English,"Low salt,Low fat",Satisfied,5-6 meals,50%,n/a,"I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",No,n/a,n/a,No,Don't know,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19115,2,0,"82:Man,82:Woman",Friend or neighbor (word of mouth),More than 10 years,Disabled,No,Russia,Russian,"Low salt,Low sugar (diabetic)",Very satisfied,5-6 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Social Security,PCA Services,Kosher or other Meals on Wheels,Cash Assistance (Welfare),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19130,1,0,82:Trans man,Social worker,5 to 10 years,Retired,n/a,Ukraine,Russian,I have no special dietary needs,Neutral,3-4 meals,50%,n/a,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"No, my food needs are not being met",I do not like the food choices available,"Food stamps (SNAP),Social Security",Yes,Never true,Don't know,n/a,No,No,[List],Yes,Yes,No,n/a,Yes,n/a,A
19006,2,0,"90:Man,84:Woman",n/a,More than 10 years,Retired,No,Ukraine,Russian,"Low cholesterol,Low fat,Low sugar (diabetic),Nut-free",Satisfied,7 or more meals,100%,n/a,"I am able to pay my other bills (medical etc.),I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],n/a,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),PCA Services,Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19053,2,0,"74:Woman,78:Man",Friend or neighbor (word of mouth),1 to 3 years,Retired,No,USSR,Yiddish,Low cholesterol,Satisfied,5-6 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I have access to more nutritious food",No,,"Yes, my food needs are being met",n/a,Social Security,No,Don't know,Sometimes true,No,Don't know,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19152,1,0,82:Woman,Friend or neighbor (word of mouth),More than 10 years,Retired,n/a,Ukraine,Russian,Low sugar (diabetic),Very satisfied,7 or more meals,100%,n/a,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Often true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19152,2,0,"65:Woman,79:Man",Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Uzbekistan,Russian,"Low fat,Gluten-free",Very satisfied,3-4 meals,50%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Sometimes true,No,No,Don't know,No,I do not identify as Jewish,Yes,No,No,Yes,n/a,A
19116,n/a,n/a,n/a,Friend or neighbor (word of mouth),n/a,Retired,No,Ukraine,Russian,"Low salt,Low fat,Low cholesterol",n/a,n/a,n/a,n/a,n/a,No,,n/a,n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",n/a,Don't know,Sometimes true,No,Yes,No,[List],Yes,Yes,No,No,Yes,n/a,A
19116,1,0,73:Woman,Friend or neighbor (word of mouth),5 to 10 years,"Retired,Unemployed",n/a,Ukraine,Russian,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,I am able to pay my other bills (medical etc.),[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Free or reduced price lunch,Energy Assistance (LIHEAP)",No,Sometimes true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19116,1,0,n/a,Social worker,More than 10 years,Retired,n/a,n/a,n/a,I have no special dietary needs,Satisfied,5-6 meals,75%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,Food stamps (SNAP),Yes,Never true,Don't know,No,No,No,[List],Yes,Yes,No,n/a,Yes,n/a,A
19114,2,0,"42:Woman,65:Woman",Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Ukraine,Russian,Low sugar (diabetic),Somewhat dissatisfied,5-6 meals,100%,n/a,I feel more food secure,[List],Almond Milk,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,No,Often true,Often true,Yes:Almost every month,Yes,Yes,[List],Yes,Yes,No,No,Yes,n/a,A
19115,2,n/a,"73:Woman,75:Man",Friend or neighbor (word of mouth),3 to 5 years,Retired,No,Ukraine,Russian,I have no special dietary needs,Very satisfied,7 or more meals,100%,n/a,I am able to pay my other bills (medical etc.),[List],Almond Milk,"Yes, my food needs are being met",n/a,Food stamps (SNAP),No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19115,n/a,n/a,n/a,Friend or neighbor (word of mouth),More than 10 years,Retired,n/a,Russia,Russian,Low sugar (diabetic),Satisfied,3-4 meals,100%,n/a,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,PCA Services,Cash Assistance (Welfare),Energy Assistance (LIHEAP)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,A
19115,1,0,"92:Woman,86:Woman",Social worker,More than 10 years,Retired,n/a,Ukraine,Russian,I have no special dietary needs,Satisfied,n/a,n/a,n/a,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,[List],n/a,n/a,I am not able to prepare the food myself,Food stamps (SNAP),n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,n/a,n/a,Yes,n/a,A
19116,2,n/a,"71:Man,69:Woman",Friend or neighbor (word of mouth),Less than one year,Retired,No,Ukraine,Russian,Low cholesterol,Neutral,3-4 meals,75%,"Tuna cans, Saltines cracker","I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP)",No,Never true,Sometimes true,No,Don't know,No,[List],Yes,Yes,No,No,Yes,n/a,A
19020,2,0,"95:Woman,70:Woman",Social worker,Less than one year,Employed,No,France,English,"Low cholesterol,Low sugar (diabetic)",Somewhat dissatisfied,5-6 meals,50%,Tuna chunk light,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Jewish Family and Children’s Services (JFCS),JEVS",Yes,Never true,Sometimes true,No,No,No,[List],Yes,Yes,Yes,No,Yes,Somewhat dissatisfied,B
19020,1,0,81:Woman,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Ukraine,Russian,I have no special dietary needs,Satisfied,1-2 meals,50%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",I am not able to prepare the food myself,"Food stamps (SNAP),PCA Services,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Never true,Sometimes true,No,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19116,1,0,90:Woman,Friend or neighbor (word of mouth),More than 10 years,Disabled,n/a,Ukraine,Russian,"Low salt,Low fat",Very satisfied,n/a,100%,i like it all,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",n/a,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Cash Assistance (Welfare),Supplemental Security Income (SSI)",n/a,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19115,1,0,99:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,USSR,Russian,I have no special dietary needs,Very satisfied,1-2 meals,100%,n/a,"I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have access to more nutritious food,I feel more food secure,I am able to pay my other bills (medical etc.),I have enough food to eat each month",No,,"Yes, my food needs are being met","The quantity of food I receive is not sufficient,I am not able to prepare the food myself","Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19115,1,0,78:Woman,Flyer or Publication,1 to 3 years,Retired,No,Ukraine,Russian,Low cholesterol,Very satisfied,3-4 meals,75%,it is all useful thanks,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure",No,,"Yes, my food needs are being met",n/a,Social Security,Yes,Sometimes true,Sometimes true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19006,2,0,"79:Woman,81:Man",Friend or neighbor (word of mouth),More than 10 years,Retired,n/a,Ukraine,Russian,I have no special dietary needs,Very satisfied,7 or more meals,100%,n/a,"I feel more food secure,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Supplemental Security Income (SSI)",No,Never true,n/a,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19111,1,0,85:Woman,Friend or neighbor (word of mouth),5 to 10 years,Disabled,No,USSR,Russian,Low salt,Satisfied,3-4 meals,75%,"white rice, canned food, pasta","I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"No, my food needs are not being met","The quantity of food I receive is not sufficient,I have dietary restrictions (diabetes etc.),I do not like the food choices available","Food stamps (SNAP),Cash Assistance (Welfare),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Often true,Often true,Don't know,Yes,Don't know,[List],Yes,Yes,Yes,No,Yes,n/a,A
19116,2,0,"86:Man,85:Woman",Friend or neighbor (word of mouth),Less than one year,Retired,No,Romania,Russian,"Low fat,Low sugar (diabetic)",Satisfied,3-4 meals,25%,canned fruit,"I have enough food to eat each month,I am able to pay my other bills (medical etc.)",[List],Soy Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),PCA Services,Cash Assistance (Welfare),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",No,Never true,Sometimes true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19116,2,0,"86:Man,82:Woman",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[List],Almond Milk,"Yes, my food needs are being met",I am not able to prepare the food myself,"Food stamps (SNAP),Social Security,Cash Assistance (Welfare),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",n/a,n/a,Sometimes true,Don't know,Don't know,Don't know,[List],n/a,Yes,Yes,Yes,Yes,n/a,A
18940,1,0,78:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,n/a,Ukraine,Russian,I have no special dietary needs,Very satisfied,5-6 meals,75%,n/a,I have enough food to eat each month,No,,n/a,n/a,n/a,Yes,Never true,n/a,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19116,2,0,"71:Man,92:Woman",Flyer or Publication,5 to 10 years,Retired,No,Belarus,Russian,n/a,Satisfied,5-6 meals,100%,n/a,I have access to more nutritious food,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Jewish Family and Children’s Services (JFCS),Supplemental Security Income (SSI)",Yes,Sometimes true,Often true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19116,2,0,"80:Woman,78:Man",Friend or neighbor (word of mouth),More than 10 years,"Unemployed,Student",No,Ukraine,Russian,"Low salt,Low cholesterol,Low fat",Satisfied,5-6 meals,75%,n/a,"I have enough food to eat each month,I feel more food secure,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Mitzvah Food Program (food package),JEVS,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Never true,Sometimes true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19116,1,0,90:Woman,Social worker,More than 10 years,Disabled,n/a,Ukraine,Russian,"Low salt,Low cholesterol,Low fat",Very satisfied,5-6 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],n/a,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Food stamps (SNAP),Jewish Family and Children’s Services (JFCS),PCA Services,Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,n/a,A
19111,2,0,"79:Man,78:Woman",Friend or neighbor (word of mouth),3 to 5 years,Retired,No,Ukraine,Russian,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic)",Satisfied,3-4 meals,50%,cans of fruits and veggies,"I am able to pay my other bills (medical etc.),I feel more food secure",[List],Almond Milk,"No, my food needs are not being met","The quantity of food I receive is not sufficient,I have dietary restrictions (diabetes etc.)",Supplemental Security Income (SSI),Yes,Sometimes true,Sometimes true,No,Yes,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19116,2,0,"89:Woman,90:Man",Friend or neighbor (word of mouth),5 to 10 years,Retired,No,Russia,Russian,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,n/a,n/a,"Food stamps (SNAP),PCA Services,Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19115,1,0,82:Man,Friend or neighbor (word of mouth),5 to 10 years,Disabled,No,Ukraine,Russian,I have no special dietary needs,Satisfied,3-4 meals,100%,n/a,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Energy Assistance (LIHEAP),Supplemental Security Income (SSI)",n/a,Never true,Don't know,No,No,No,No,I do not identify as Jewish,Yes,Yes,No,Yes,n/a,A
19116,1,0,82:Woman,Social worker,3 to 5 years,Retired,n/a,Ukraine,Russian,"Low salt,Low cholesterol,Nut-free",Very satisfied,7 or more meals,75%,Cans of vegetable,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Jewish Family and Children’s Services (JFCS),JEVS,PCA Services",No,Never true,Often true,No,No,No,[List],Yes,Yes,Yes,n/a,Yes,Thank you!,A
19152,1,0,94:Man,Social worker,5 to 10 years,Retired,n/a,USSR,Russian,I have no special dietary needs,Neutral,1-2 meals,75%,Cans of vegetables,n/a,[List],n/a,"No, my food needs are not being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Sometimes true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
18976,1,0,73:Woman,Social worker,More than 10 years,Retired,n/a,Ukraine,Russian,"Low cholesterol,Low sugar (diabetic)",Very satisfied,5-6 meals,75%,Cans of tuna,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Energy Assistance (LIHEAP),Social Security",No,Never true,Don't know,No,No,No,[List],Yes,Yes,No,No,Yes,Thank you!,A
19082,2,0,"64:Woman,26:Woman",mom,3 to 5 years,Disabled,No,United States,English,I have no special dietary needs,Satisfied,3-4 meals,75%,n/a,I feel more food secure,No,,"No, my food needs are not being met","The quantity of food I receive is not sufficient,I do not like the food choices available","Food stamps (SNAP),Disability (SSD)",No,Often true,Often true,Yes:Some months but not every month,Yes,Yes,[List],Yes,Yes,No,No,Yes,I appreciate whatever you guys give me point blank,A
